Year,Date,Open,High,Low,Close,Adj Close
1998,7/1/1998,1133.839966,1148.560059,1133.839966,1148.560059,1148.560059
1998,8/3/1998,1120.670044,1121.790039,1110.390015,1112.439941,1112.439941
1998,9/1/1998,957.280029,1000.710022,939.97998,994.26001,994.26001
1998,10/1/1998,1017.01001,1017.01001,981.289978,986.390015,986.390015
1998,11/2/1998,1098.670044,1114.439941,1098.670044,1111.599976,1111.599976
1998,12/1/1998,1163.630005,1175.890015,1150.310059,1175.280029,1175.280029
1999,1/4/1999,1229.22998,1248.810059,1219.099976,1228.099976,1228.099976
1999,2/1/1999,1279.640015,1283.75,1271.310059,1273,1273
1999,3/1/1999,1238.329956,1238.699951,1221.880005,1236.160034,1236.160034
1999,4/1/1999,1286.369995,1294.540039,1282.560059,1293.719971,1293.719971
1999,5/3/1999,1335.180054,1354.630005,1329.01001,1354.630005,1354.630005
1999,6/1/1999,1301.839966,1301.839966,1281.439941,1294.26001,1294.26001
1999,7/1/1999,1372.709961,1382.800049,1360.800049,1380.959961,1380.959961
1999,8/2/1999,1328.719971,1344.689941,1325.209961,1328.050049,1328.050049
1999,9/1/1999,1320.410034,1331.180054,1320.390015,1331.069946,1331.069946
1999,10/1/1999,1282.709961,1283.170044,1265.780029,1282.810059,1282.810059
1999,11/1/1999,1362.930054,1367.300049,1354.050049,1354.119995,1354.119995
1999,12/1/1999,1388.910034,1400.119995,1387.380005,1397.719971,1397.719971
2000,1/3/2000,1469.25,1478,1438.359985,1455.219971,1455.219971
2000,2/1/2000,1394.459961,1412.48999,1384.790039,1409.280029,1409.280029
2000,3/1/2000,1366.420044,1383.459961,1366.420044,1379.189941,1379.189941
2000,4/3/2000,1498.579956,1507.189941,1486.959961,1505.969971,1505.969971
2000,5/1/2000,1452.430054,1481.51001,1452.430054,1468.25,1468.25
2000,6/1/2000,1420.599976,1448.810059,1420.599976,1448.810059,1448.810059
2000,7/3/2000,1454.599976,1469.579956,1450.849976,1469.540039,1469.540039
2000,8/1/2000,1430.829956,1443.540039,1428.959961,1438.099976,1438.099976
2000,9/1/2000,1517.680054,1530.089966,1515.530029,1520.77002,1520.77002
2000,10/2/2000,1436.52002,1445.599976,1429.829956,1436.22998,1436.22998
2000,11/1/2000,1429.400024,1429.599976,1410.449951,1421.219971,1421.219971
2000,12/1/2000,1314.949951,1334.670044,1307.02002,1315.22998,1315.22998
2001,1/2/2001,1320.280029,1320.280029,1276.050049,1283.27002,1283.27002
2001,2/1/2001,1366.01001,1373.5,1359.339966,1373.469971,1373.469971
2001,3/1/2001,1239.939941,1241.359985,1214.5,1241.22998,1241.22998
2001,4/2/2001,1160.329956,1169.51001,1137.51001,1145.869995,1145.869995
2001,5/1/2001,1249.459961,1266.469971,1243.550049,1266.439941,1266.439941
2001,6/1/2001,1255.819946,1265.339966,1246.880005,1260.670044,1260.670044
2001,7/2/2001,1224.420044,1239.780029,1224.030029,1236.719971,1236.719971
2001,8/1/2001,1211.22998,1223.040039,1211.22998,1215.930054,1215.930054
2001,9/4/2001,1133.579956,1155.400024,1129.060059,1132.939941,1132.939941
2001,10/1/2001,1040.939941,1040.939941,1026.76001,1038.550049,1038.550049
2001,11/1/2001,1059.780029,1085.609985,1054.310059,1084.099976,1084.099976
2001,12/3/2001,1139.449951,1139.449951,1125.780029,1129.900024,1129.900024
2002,1/2/2002,1148.079956,1154.670044,1136.22998,1154.670044,1154.670044
2002,2/1/2002,1130.199951,1130.199951,1118.51001,1122.199951,1122.199951
2002,3/1/2002,1106.72998,1131.790039,1106.72998,1131.780029,1131.780029
2002,4/1/2002,1147.390015,1147.839966,1132.869995,1146.540039,1146.540039
2002,5/1/2002,1076.920044,1088.319946,1065.290039,1086.459961,1086.459961
2002,6/3/2002,1067.140015,1070.73999,1039.900024,1040.680054,1040.680054
2002,7/1/2002,989.820007,994.460022,967.429993,968.650024,968.650024
2002,8/1/2002,911.619995,911.619995,882.47998,884.659973,884.659973
2002,9/3/2002,916.070007,916.070007,877.51001,878.02002,878.02002
2002,10/1/2002,815.280029,847.929993,812.820007,847.909973,847.909973
2002,11/1/2002,885.76001,903.419983,877.710022,900.960022,900.960022
2002,12/2/2002,936.309998,954.280029,927.719971,934.530029,934.530029
2003,1/2/2003,879.820007,909.030029,879.820007,909.030029,909.030029
2003,2/3/2003,855.700012,864.640015,855.700012,860.320007,860.320007
2003,3/3/2003,841.150024,852.340027,832.73999,834.809998,834.809998
2003,4/1/2003,848.179993,861.280029,847.849976,858.47998,858.47998
2003,5/1/2003,916.919983,919.679993,902.830017,916.299988,916.299988
2003,6/2/2003,963.590027,979.109985,963.590027,967,967
2003,7/1/2003,974.5,983.26001,962.099976,982.320007,982.320007
2003,8/1/2003,990.309998,990.309998,978.859985,980.150024,980.150024
2003,9/2/2003,1008.01001,1022.590027,1005.72998,1021.98999,1021.98999
2003,10/1/2003,995.969971,1018.219971,995.969971,1018.219971,1018.219971
2003,11/3/2003,1050.709961,1061.439941,1050.709961,1059.02002,1059.02002
2003,12/1/2003,1058.199951,1070.469971,1058.199951,1070.119995,1070.119995
2004,1/2/2004,1111.920044,1118.849976,1105.079956,1108.47998,1108.47998
2004,2/2/2004,1131.130005,1142.449951,1127.869995,1135.26001,1135.26001
2004,3/1/2004,1144.939941,1157.449951,1144.939941,1155.969971,1155.969971
2004,4/1/2004,1126.209961,1135.670044,1126.199951,1132.170044,1132.170044
2004,5/3/2004,1107.300049,1118.719971,1107.300049,1117.48999,1117.48999
2004,6/1/2004,1120.680054,1122.699951,1113.319946,1121.199951,1121.199951
2004,7/1/2004,1140.839966,1140.839966,1123.060059,1128.939941,1128.939941
2004,8/2/2004,1101.719971,1108.599976,1097.339966,1106.619995,1106.619995
2004,9/1/2004,1104.23999,1109.23999,1099.180054,1105.910034,1105.910034
2004,10/1/2004,1114.579956,1131.640015,1114.579956,1131.5,1131.5
2004,11/1/2004,1130.199951,1133.410034,1127.599976,1130.51001,1130.51001
2004,12/1/2004,1173.780029,1191.369995,1173.780029,1191.369995,1191.369995
2005,1/3/2005,1211.920044,1217.800049,1200.319946,1202.079956,1202.079956
2005,2/1/2005,1181.27002,1190.390015,1180.949951,1189.410034,1189.410034
2005,3/1/2005,1203.599976,1212.25,1203.599976,1210.410034,1210.410034
2005,4/1/2005,1180.589966,1189.800049,1169.910034,1172.920044,1172.920044
2005,5/2/2005,1156.849976,1162.869995,1154.709961,1162.160034,1162.160034
2005,6/1/2005,1191.5,1205.640015,1191.030029,1202.219971,1202.219971
2005,7/1/2005,1191.329956,1197.890015,1191.329956,1194.439941,1194.439941
2005,8/1/2005,1234.180054,1239.099976,1233.800049,1235.349976,1235.349976
2005,9/1/2005,1220.329956,1227.290039,1216.180054,1221.589966,1221.589966
2005,10/3/2005,1228.810059,1233.339966,1225.150024,1226.699951,1226.699951
2005,11/1/2005,1207.01001,1207.339966,1201.660034,1202.76001,1202.76001
2005,12/1/2005,1249.47998,1266.170044,1249.47998,1264.670044,1264.670044
2006,1/3/2006,1248.290039,1270.219971,1245.73999,1268.800049,1268.800049
2006,2/1/2006,1280.079956,1283.329956,1277.569946,1282.459961,1282.459961
2006,3/1/2006,1280.660034,1291.800049,1280.660034,1291.23999,1291.23999
2006,4/3/2006,1302.880005,1309.189941,1296.650024,1297.810059,1297.810059
2006,5/1/2006,1310.609985,1317.209961,1303.459961,1305.189941,1305.189941
2006,6/1/2006,1270.050049,1285.709961,1269.189941,1285.709961,1285.709961
2006,7/3/2006,1270.060059,1280.380005,1270.060059,1280.189941,1280.189941
2006,8/1/2006,1278.530029,1278.660034,1265.709961,1270.920044,1270.920044
2006,9/1/2006,1303.800049,1312.030029,1303.800049,1311.01001,1311.01001
2006,10/2/2006,1335.819946,1338.540039,1330.280029,1331.319946,1331.319946
2006,11/1/2006,1377.76001,1381.949951,1366.26001,1367.810059,1367.810059
2006,12/1/2006,1400.630005,1402.459961,1385.930054,1396.709961,1396.709961
2007,1/3/2007,1418.030029,1429.420044,1407.859985,1416.599976,1416.599976
2007,2/1/2007,1437.900024,1446.640015,1437.900024,1445.939941,1445.939941
2007,3/1/2007,1406.800049,1409.459961,1380.869995,1403.170044,1403.170044
2007,4/2/2007,1420.829956,1425.48999,1416.369995,1424.550049,1424.550049
2007,5/1/2007,1482.369995,1487.27002,1476.699951,1486.300049,1486.300049
2007,6/1/2007,1530.619995,1540.560059,1530.619995,1536.339966,1536.339966
2007,7/2/2007,1504.660034,1519.449951,1504.660034,1519.430054,1519.430054
2007,8/1/2007,1455.180054,1468.380005,1439.589966,1465.810059,1465.810059
2007,9/4/2007,1473.959961,1496.400024,1472.150024,1489.420044,1489.420044
2007,10/1/2007,1527.290039,1549.02002,1527.25,1547.040039,1547.040039
2007,11/1/2007,1545.790039,1545.790039,1506.660034,1508.439941,1508.439941
2007,12/3/2007,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044
2008,1/2/2008,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034
2008,2/1/2008,1378.599976,1396.02002,1375.930054,1395.420044,1395.420044
2008,3/3/2008,1330.449951,1335.130005,1320.040039,1331.339966,1331.339966
2008,4/1/2008,1326.410034,1370.180054,1326.410034,1370.180054,1370.180054
2008,5/1/2008,1385.969971,1410.069946,1383.069946,1409.339966,1409.339966
2008,6/2/2008,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044
2008,7/1/2008,1276.689941,1285.310059,1260.680054,1284.910034,1284.910034
2008,8/1/2008,1269.420044,1270.52002,1254.540039,1260.310059,1260.310059
2008,9/2/2008,1287.829956,1303.040039,1272.199951,1277.579956,1277.579956
2008,10/1/2008,1164.170044,1167.030029,1140.77002,1161.060059,1161.060059
2008,11/3/2008,968.669983,975.570007,958.820007,966.299988,966.299988
2008,12/1/2008,888.609985,888.609985,815.690002,816.210022,816.210022
2009,1/2/2009,902.98999,934.72998,899.349976,931.799988,931.799988
2009,2/2/2009,823.090027,830.780029,812.869995,825.440002,825.440002
2009,3/2/2009,729.570007,729.570007,699.700012,700.820007,700.820007
2009,4/1/2009,793.590027,813.619995,783.320007,811.080017,811.080017
2009,5/1/2009,872.73999,880.47998,866.099976,877.52002,877.52002
2009,6/1/2009,923.26001,947.77002,923.26001,942.869995,942.869995
2009,7/1/2009,920.820007,931.919983,920.820007,923.330017,923.330017
2009,8/3/2009,990.219971,1003.609985,990.219971,1002.630005,1002.630005
2009,9/1/2009,1019.52002,1028.449951,996.280029,998.039978,998.039978
2009,10/1/2009,1054.910034,1054.910034,1029.449951,1029.849976,1029.849976
2009,11/2/2009,1036.180054,1052.180054,1029.380005,1042.880005,1042.880005
2009,12/1/2009,1098.890015,1112.280029,1098.890015,1108.859985,1108.859985
2010,1/4/2010,1116.560059,1133.869995,1116.560059,1132.98999,1132.98999
2010,2/1/2010,1073.890015,1089.380005,1073.890015,1089.189941,1089.189941
2010,3/1/2010,1105.359985,1116.109985,1105.359985,1115.709961,1115.709961
2010,4/1/2010,1171.22998,1181.430054,1170.689941,1178.099976,1178.099976
2010,5/3/2010,1188.579956,1205.130005,1188.579956,1202.26001,1202.26001
2010,6/1/2010,1087.300049,1094.77002,1069.890015,1070.709961,1070.709961
2010,7/1/2010,1031.099976,1033.579956,1010.909973,1027.369995,1027.369995
2010,8/2/2010,1107.530029,1127.300049,1107.530029,1125.859985,1125.859985
2010,9/1/2010,1049.719971,1081.300049,1049.719971,1080.290039,1080.290039
2010,10/1/2010,1143.48999,1150.300049,1139.420044,1146.23999,1146.23999
2010,11/1/2010,1185.709961,1195.810059,1177.650024,1184.380005,1184.380005
2010,12/1/2010,1186.599976,1207.609985,1186.599976,1206.069946,1206.069946
2011,1/3/2011,1257.619995,1276.170044,1257.619995,1271.869995,1271.869995
2011,2/1/2011,1289.140015,1308.859985,1289.140015,1307.589966,1307.589966
2011,3/1/2011,1328.640015,1332.089966,1306.140015,1306.329956,1306.329956
2011,4/1/2011,1329.47998,1337.849976,1328.890015,1332.410034,1332.410034
2011,5/2/2011,1365.209961,1370.579956,1358.589966,1361.219971,1361.219971
2011,6/1/2011,1345.199951,1345.199951,1313.709961,1314.550049,1314.550049
2011,7/1/2011,1320.640015,1341.01001,1318.180054,1339.670044,1339.670044
2011,8/1/2011,1292.589966,1307.380005,1274.72998,1286.939941,1286.939941
2011,9/1/2011,1219.119995,1229.290039,1203.849976,1204.420044,1204.420044
2011,10/3/2011,1131.209961,1138.98999,1098.920044,1099.22998,1099.22998
2011,11/1/2011,1251,1251,1215.420044,1218.280029,1218.280029
2011,12/1/2011,1246.910034,1251.089966,1239.72998,1244.579956,1244.579956
2012,1/3/2012,1258.859985,1284.619995,1258.859985,1277.060059,1277.060059
2012,2/1/2012,1312.449951,1330.52002,1312.449951,1324.089966,1324.089966
2012,3/1/2012,1365.900024,1376.170044,1365.900024,1374.089966,1374.089966
2012,4/2/2012,1408.469971,1422.380005,1404.459961,1419.040039,1419.040039
2012,5/1/2012,1397.859985,1415.319946,1395.72998,1405.819946,1405.819946
2012,6/1/2012,1309.869995,1309.869995,1277.25,1278.040039,1278.040039
2012,7/2/2012,1362.329956,1366.349976,1355.699951,1365.51001,1365.51001
2012,8/1/2012,1379.319946,1385.030029,1373.349976,1375.319946,1375.319946
2012,9/4/2012,1406.540039,1409.310059,1396.560059,1404.939941,1404.939941
2012,10/1/2012,1440.900024,1457.140015,1440.900024,1444.48999,1444.48999
2012,11/1/2012,1412.199951,1428.349976,1412.199951,1427.589966,1427.589966
2012,12/3/2012,1416.339966,1423.72998,1408.459961,1409.459961,1409.459961
2013,1/2/2013,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044
2013,2/1/2013,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044
2013,3/1/2013,1514.680054,1519.98999,1501.47998,1518.199951,1518.199951
2013,4/1/2013,1569.180054,1570.569946,1558.469971,1562.170044,1562.170044
2013,5/1/2013,1597.550049,1597.550049,1581.280029,1582.699951,1582.699951
2013,6/3/2013,1631.709961,1640.420044,1622.719971,1640.420044,1640.420044
2013,7/1/2013,1609.780029,1626.609985,1609.780029,1614.959961,1614.959961
2013,8/1/2013,1689.420044,1707.849976,1689.420044,1706.869995,1706.869995
2013,9/3/2013,1635.949951,1651.349976,1633.410034,1639.77002,1639.77002
2013,10/1/2013,1682.410034,1696.550049,1682.069946,1695,1695
2013,11/1/2013,1758.699951,1765.670044,1752.699951,1761.640015,1761.640015
2013,12/2/2013,1806.550049,1810.02002,1798.599976,1800.900024,1800.900024
2014,1/2/2014,1845.859985,1845.859985,1827.73999,1831.97998,1831.97998
2014,2/3/2014,1782.680054,1784.829956,1739.660034,1741.890015,1741.890015
2014,3/3/2014,1857.680054,1857.680054,1834.439941,1845.72998,1845.72998
2014,4/1/2014,1873.959961,1885.839966,1873.959961,1885.52002,1885.52002
2014,5/1/2014,1884.390015,1888.589966,1878.040039,1883.680054,1883.680054
2014,6/2/2014,1923.869995,1925.880005,1915.97998,1924.969971,1924.969971
2014,7/1/2014,1962.290039,1978.579956,1962.290039,1973.319946,1973.319946
2014,8/1/2014,1929.800049,1937.349976,1916.369995,1925.150024,1925.150024
2014,9/2/2014,2004.069946,2006.119995,1994.849976,2002.280029,2002.280029
2014,10/1/2014,1971.439941,1971.439941,1941.719971,1946.160034,1946.160034
2014,11/3/2014,2018.209961,2024.459961,2013.680054,2017.810059,2017.810059
2014,12/1/2014,2065.780029,2065.780029,2049.570068,2053.439941,2053.439941
2015,1/2/2015,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951
2015,2/2/2015,1996.670044,2021.660034,1980.900024,2020.849976,2020.849976
2015,3/2/2015,2105.22998,2117.52002,2104.5,2117.389893,2117.389893
2015,4/1/2015,2067.629883,2067.629883,2048.379883,2059.689941,2059.689941
2015,5/1/2015,2087.379883,2108.409912,2087.379883,2108.290039,2108.290039
2015,6/1/2015,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998
2015,7/1/2015,2067,2082.780029,2067,2077.419922,2077.419922
2015,8/3/2015,2104.48999,2105.699951,2087.310059,2098.040039,2098.040039
2015,9/1/2015,1970.089966,1970.089966,1903.069946,1913.849976,1913.849976
2015,10/1/2015,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946
2015,11/2/2015,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049
2015,12/1/2015,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883
2016,1/4/2016,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034
2016,2/1/2016,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005
2016,3/1/2016,1937.089966,1978.349976,1937.089966,1978.349976,1978.349976
2016,4/1/2016,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029
2016,5/2/2016,2067.169922,2083.419922,2066.110107,2081.429932,2081.429932
2016,6/1/2016,2093.939941,2100.969971,2085.100098,2099.330078,2099.330078
2016,7/1/2016,2099.340088,2108.709961,2097.899902,2102.949951,2102.949951
2016,8/1/2016,2173.149902,2178.290039,2166.209961,2170.840088,2170.840088
2016,9/1/2016,2171.330078,2173.560059,2157.090088,2170.860107,2170.860107
2016,10/3/2016,2164.330078,2164.409912,2154.77002,2161.199951,2161.199951
2016,11/1/2016,2128.679932,2131.449951,2097.850098,2111.719971,2111.719971
2016,12/1/2016,2200.169922,2202.600098,2187.439941,2191.080078,2191.080078
2017,1/3/2017,2251.570068,2263.879883,2245.129883,2257.830078,2257.830078
2017,2/1/2017,2285.590088,2289.139893,2272.439941,2279.550049,2279.550049
2017,3/1/2017,2380.129883,2400.97998,2380.129883,2395.959961,2395.959961
2017,4/3/2017,2362.340088,2365.870117,2344.72998,2358.840088,2358.840088
2017,5/1/2017,2388.5,2394.48999,2384.830078,2388.330078,2388.330078
2017,6/1/2017,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059
2017,7/3/2017,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001
2017,8/1/2017,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098
2017,9/1/2017,2474.419922,2480.379883,2473.850098,2476.550049,2476.550049
2017,10/2/2017,2521.199951,2529.22998,2520.399902,2529.120117,2529.120117
2017,11/1/2017,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107
2017,12/1/2017,2645.100098,2650.620117,2605.52002,2642.219971,2642.219971
2018,1/2/2018,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059
2018,2/1/2018,2816.449951,2835.959961,2812.699951,2821.97998,2821.97998
2018,3/1/2018,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922
2018,4/2/2018,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883
2018,5/1/2018,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049
2018,6/1/2018,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117
2018,7/2/2018,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961
2018,8/1/2018,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107
2018,9/4/2018,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971
2018,10/1/2018,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088
2018,11/1/2018,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117
2018,12/3/2018,2790.5,2800.179932,2773.379883,2790.370117,2790.370117
2019,1/2/2019,2476.959961,2519.48999,2467.469971,2510.030029,2510.030029
2019,2/1/2019,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029
2019,3/1/2019,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941
2019,4/1/2019,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941
2019,5/1/2019,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998
2019,6/3/2019,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951
2019,7/1/2019,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078
2019,8/1/2019,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059
2019,9/3/2019,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002
2019,10/1/2019,2983.689941,2992.530029,2938.699951,2940.25,2940.25
2019,11/1/2019,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912
2019,12/2/2019,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117
2020,1/2/2020,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098
2020,2/3/2020,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922
2020,3/2/2020,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998
2020,4/1/2020,2498.080078,2522.75,2447.48999,2470.5,2470.5
2020,5/1/2020,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961
2020,6/1/2020,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998
